UTC,Dp,Dta,Dts,EV,QFE,QFF,QNH,RF,RH,S,SR,ST1,ST2,ST3,ST4,Sx,T
18/08/2007 0:40,4.5,34,14,157.8,1018.9,1022.5,1022.5,0,48.8,10,304,10.5,11.9,13.8,15.2,17,15.19
18/08/2007 0:50,4.9,36,16,157.8,1018.8,1022.3,1022.4,0,48.1,10,365,10.7,11.9,13.8,15.2,15,15.95
18/08/2007 1:00,4.6,30,17,157.9,1018.8,1022.3,1022.4,0,45.6,10,397,10.8,11.9,13.8,15.2,16,16.36
18/08/2007 1:10,4.4,34,17,157.9,1018.7,1022.2,1022.3,0,44.4,11,425,11,11.9,13.7,15.2,18,16.62
18/08/2007 1:20,4.5,35,16,158,1018.6,1022.1,1022.2,0,43.4,12,449,11.2,11.9,13.7,15.2,19,17.06
18/08/2007 1:30,4.1,31,16,158.1,1018.6,1022.1,1022.2,0,41.7,12,483,11.4,11.9,13.7,15.2,20,17.25
18/08/2007 1:40,4.4,34,15,158.2,1018.5,1022,1022.1,0,40.9,12,512,11.6,11.9,13.7,15.2,18,17.9
18/08/2007 1:50,4.6,32,16,158.3,1018.5,1022,1022.1,0,40.3,11,536,11.9,11.9,13.7,15.2,17,18.34
18/08/2007 2:00,4.2,30,16,158.4,1018.4,1021.9,1022,0,38.8,12,562,12.1,11.9,13.7,15.2,18,18.55
18/08/2007 2:10,4.6,28,17,158.4,1018.2,1021.7,1021.8,0,38.4,13,579,12.4,12,13.6,15.2,19,19.12
18/08/2007 2:20,4.7,26,18,158.5,1018,1021.5,1021.6,0,37.2,11,601,12.7,12,13.6,15.2,19,19.71
18/08/2007 2:30,4.6,28,18,158.6,1017.9,1021.4,1021.5,0,36.5,12,625,13,12,13.6,15.2,19,19.96
18/08/2007 2:40,4.7,28,20,158.7,1017.8,1021.3,1021.4,0,36,12,640,13.3,12.1,13.6,15.2,20,20.33
18/08/2007 2:50,4.7,26,17,158.9,1017.7,1021.2,1021.3,0,35.2,13,670,13.6,12.1,13.6,15.2,20,20.65
18/08/2007 3:00,4.1,28,17,159,1017.5,1021,1021.1,0,33.6,13,629,13.9,12.1,13.6,15.2,22,20.71
18/08/2007 3:10,4.8,30,18,159.1,1017.4,1020.9,1021,0,34.7,13,742,14.2,12.2,13.6,15.2,22,21
18/08/2007 3:20,5,25,18,159.2,1017.1,1020.6,1020.7,0,34.4,11,684,14.6,12.3,13.6,15.2,18,21.42
18/08/2007 3:30,5.1,22,18,159.3,1017,1020.5,1020.6,0,33.7,11,731,14.9,12.4,13.6,15.2,18,21.78
18/08/2007 3:40,5.4,26,23,159.5,1016.8,1020.3,1020.4,0,33.9,10,767,15.2,12.4,13.6,15.2,17,22.08
18/08/2007 3:50,4.9,28,17,159.6,1016.7,1020.2,1020.3,0,32.5,12,708,15.5,12.5,13.5,15.2,17,22.18
18/08/2007 4:00,4.8,23,21,159.7,1016.5,1020,1020.1,0,31.9,11,762,15.8,12.6,13.5,15.2,17,22.4
18/08/2007 4:10,5.4,22,16,159.8,1016.3,1019.8,1019.9,0,32.6,12,786,16.2,12.7,13.5,15.2,20,22.68
18/08/2007 4:20,4.9,26,18,159.9,1016.2,1019.7,1019.8,0,31.7,11,414,16.5,12.8,13.5,15.2,17,22.64
18/08/2007 4:30,5.2,31,17,160,1016,1019.5,1019.6,0,32.4,11,674,16.8,12.9,13.5,15.2,17,22.57
18/08/2007 4:40,5.2,14,18,160.2,1015.9,1019.4,1019.5,0,31.4,12,685,17.1,13,13.5,15.2,19,23.06
18/08/2007 4:50,5.5,18,19,160.3,1015.7,1019.1,1019.3,0,31.7,9,788,17.3,13.1,13.5,15.2,15,23.28
18/08/2007 5:00,5.3,19,25,160.4,1015.6,1019,1019.2,0,31.1,9,609,17.6,13.2,13.5,15.2,15,23.35
18/08/2007 5:10,5.4,21,19,160.5,1015.5,1018.9,1019.1,0,30.6,11,910,17.8,13.3,13.5,15.2,19,23.72
18/08/2007 5:20,5.3,22,19,160.6,1015.4,1018.8,1019,0,30.3,10,347,18.1,13.5,13.5,15.2,16,23.74
18/08/2007 5:30,5.4,18,19,160.7,1015.3,1018.7,1018.9,0,30.7,10,766,18.3,13.6,13.5,15.2,15,23.71
18/08/2007 5:40,4.7,18,25,160.8,1015.2,1018.6,1018.8,0,29.7,9,437,18.5,13.7,13.5,15.2,15,23.43
18/08/2007 5:50,5.3,32,19,160.9,1015.1,1018.5,1018.7,0,30.8,11,302,18.7,13.8,13.5,15.2,16,23.56
18/08/2007 6:00,5.9,31,19,161,1015,1018.4,1018.6,0,31.2,9,650,18.9,13.9,13.5,15.2,12,24.05
18/08/2007 6:10,5.3,23,19,161,1014.9,1018.3,1018.5,0,31.1,10,318,19.1,14,13.5,15.2,16,23.43
18/08/2007 6:20,5.3,28,17,161.1,1014.8,1018.2,1018.4,0,31,9,453,19.3,14.2,13.5,15.2,15,23.48
18/08/2007 6:30,5.2,22,21,161.2,1014.8,1018.2,1018.4,0,30.4,10,310,19.4,14.3,13.5,15.2,16,23.69
18/08/2007 6:40,5.6,24,18,161.3,1014.7,1018.1,1018.3,0,31.8,9,424,19.4,14.4,13.6,15.2,15,23.29
18/08/2007 6:50,5.4,31,19,161.3,1014.6,1018,1018.2,0,31.5,9,494,19.5,14.5,13.6,15.2,15,23.28
18/08/2007 7:00,6.1,23,15,161.4,1014.6,1018,1018.2,0,31.5,9,496,19.6,14.6,13.6,15.2,12,24.08
18/08/2007 7:10,5,11,18,161.5,1014.5,1017.9,1018.1,0,29.7,8,501,19.7,14.7,13.6,15.2,16,23.84
18/08/2007 7:20,5.4,19,16,161.6,1014.5,1017.9,1018.1,0,30.7,9,519,19.7,14.8,13.6,15.2,13,23.68
18/08/2007 7:30,5.6,19,17,161.6,1014.5,1017.9,1018.1,0,31.3,9,374,19.8,14.9,13.6,15.2,13,23.66
18/08/2007 7:40,5.4,29,18,161.7,1014.4,1017.8,1018,0,30.8,8,464,19.8,15,13.7,15.2,12,23.7
18/08/2007 7:50,5.6,28,16,161.8,1014.3,1017.7,1017.9,0,31,9,342,19.8,15.1,13.7,15.2,15,23.77
18/08/2007 8:00,5.5,11,19,161.8,1014.2,1017.6,1017.8,0,31,8,227,19.8,15.2,13.7,15.2,15,23.61
18/08/2007 8:10,5.7,22,19,161.9,1014.3,1017.7,1017.9,0,32.3,9,201,19.8,15.3,13.7,15.2,15,23.18
18/08/2007 8:20,5.5,27,15,161.9,1014.3,1017.7,1017.9,0,32.8,10,192,19.8,15.4,13.7,15.2,16,22.73
18/08/2007 8:30,6,27,17,162,1014.4,1017.9,1018,0,34.5,8,160,19.8,15.5,13.8,15.2,13,22.41
18/08/2007 8:40,5.9,27,17,162,1014.4,1017.9,1018,0,34.8,9,108,19.8,15.5,13.8,15.2,12,22.19
18/08/2007 8:50,6,26,14,162,1014.4,1017.9,1018,0,35.5,7,95,19.7,15.6,13.8,15.2,10,21.97
18/08/2007 9:00,6.2,29,14,162.1,1014.3,1017.8,1017.9,0,36.6,7,85,19.6,15.7,13.8,15.2,11,21.71
18/08/2007 9:10,6.2,30,13,162.1,1014.4,1017.9,1018,0,37.1,7,71,19.5,15.7,13.9,15.2,12,21.53
18/08/2007 9:20,6,28,13,162.1,1014.3,1017.8,1017.9,0,37.2,7,36,19.3,15.8,13.9,15.2,11,21.26
18/08/2007 9:30,6.1,33,11,162.1,1014.4,1017.9,1018,0,37.9,7,44,19.2,15.8,13.9,15.2,10,21.08
18/08/2007 9:40,6.4,32,9,162.1,1014.4,1017.9,1018,0,39.7,6,23,19.1,15.9,13.9,15.2,10,20.66
18/08/2007 9:50,6.7,37,10,162.1,1014.3,1017.8,1017.9,0,41.2,6,20,18.9,15.9,14,15.2,8,20.3
18/08/2007 10:00,6.7,35,9,162.1,1014.2,1017.7,1017.8,0,42,6,28,18.8,15.9,14,15.2,9,20.01
18/08/2007 10:10,6.7,32,8,162.2,1014.2,1017.7,1017.8,0,42.5,6,18,18.7,16,14,15.2,7,19.84
18/08/2007 10:20,6.7,33,5,162.2,1014.1,1017.6,1017.7,0,43.3,5,11,18.5,16,14,15.2,6,19.55
18/08/2007 10:30,6.8,39,4,162.2,1014.1,1017.6,1017.7,0,44.4,5,13,18.4,16,14.1,15.2,7,19.24
18/08/2007 10:40,6.9,34,4,162.2,1014.1,1017.6,1017.7,0,45.9,5,14,18.2,16,14.1,15.2,6,18.88
18/08/2007 10:50,6.9,34,4,162.2,1014.1,1017.6,1017.7,0,46.9,5,21,18.1,16,14.1,15.2,6,18.52
18/08/2007 11:00,6.9,40,3,162.2,1014.1,1017.6,1017.7,0,48,4,17,17.9,16,14.1,15.2,5,18.09
18/08/2007 11:10,7,44,4,162.2,1014.1,1017.6,1017.7,0,49.5,4,22,17.8,16,14.2,15.2,5,17.69
18/08/2007 11:20,6.9,40,1,162.2,1014.1,1017.6,1017.7,0,50.1,4,8,17.6,16,14.2,15.2,5,17.48
18/08/2007 11:30,6.9,43,1,162.2,1014,1017.5,1017.6,0,50.5,5,14,17.5,16,14.2,15.2,6,17.32
18/08/2007 11:40,6.9,29,11,162.2,1014.1,1017.6,1017.7,0,50.8,4,12,17.4,16,14.2,15.2,5,17.19
18/08/2007 11:50,6.9,18,6,162.2,1014.1,1017.6,1017.7,0,51.2,4,19,17.2,16,14.3,15.2,5,17.13
18/08/2007 12:00,7.1,12,7,162.2,1014.3,1017.8,1017.9,0,52.9,4,18,17.1,16,14.3,15.2,5,16.85
18/08/2007 12:10,7,24,7,162.2,1014.2,1017.7,1017.8,0,52.8,5,17,16.9,15.9,14.3,15.2,6,16.73
18/08/2007 12:20,7,35,3,162.2,1014.1,1017.6,1017.7,0,52.9,5,10,16.8,15.9,14.3,15.2,6,16.65
18/08/2007 12:30,6.9,39,2,162.2,1014.1,1017.6,1017.7,0,52.9,6,18,16.7,15.9,14.4,15.2,7,16.61
18/08/2007 12:40,6.8,44,5,162.2,1014,1017.5,1017.6,0,52.7,6,9,16.6,15.8,14.4,15.2,7,16.56
18/08/2007 12:50,6.7,39,8,162.2,1013.9,1017.4,1017.5,0,51.9,6,12,16.5,15.8,14.4,15.2,7,16.69
18/08/2007 13:00,6.7,33,7,162.2,1013.9,1017.4,1017.5,0,52.3,5,21,16.4,15.8,14.4,15.2,7,16.55
18/08/2007 13:10,6.7,31,7,162.2,1013.8,1017.3,1017.4,0,52.3,5,9,16.2,15.8,14.4,15.2,6,16.56
18/08/2007 13:20,6.6,28,7,162.2,1013.8,1017.3,1017.4,0,52.3,5,18,16.2,15.7,14.5,15.2,6,16.45
18/08/2007 13:30,6.5,37,6,162.2,1013.6,1017.2,1017.2,0,51.6,5,13,16.1,15.7,14.5,15.2,7,16.5
18/08/2007 13:40,6.3,42,4,162.2,1013.5,1017,1017.1,0,51.7,5,15,16,15.7,14.5,15.2,6,16.29
18/08/2007 13:50,6.1,42,6,162.2,1013.3,1016.8,1016.9,0,50.8,5,19,15.9,15.6,14.5,15.2,6,16.31
18/08/2007 14:00,6,32,6,162.2,1013.3,1016.8,1016.9,0,50.8,4,16,15.8,15.6,14.5,15.2,5,16.29
18/08/2007 14:10,6,22,9,162.2,1013.3,1016.8,1016.9,0,50.7,4,20,15.8,15.6,14.5,15.2,6,16.3
18/08/2007 14:20,5.9,32,10,162.2,1013.2,1016.7,1016.8,0,49.7,5,8,15.7,15.5,14.5,15.2,7,16.45
18/08/2007 14:30,5.8,16,10,162.2,1013.1,1016.6,1016.7,0,49.6,5,17,15.6,15.5,14.6,15.2,6,16.4
18/08/2007 14:40,5.9,15,7,162.2,1013,1016.5,1016.6,0,49.8,5,17,15.5,15.5,14.6,15.2,7,16.4
18/08/2007 14:50,5.8,12,8,162.2,1012.9,1016.4,1016.5,0,49.9,5,15,15.5,15.4,14.6,15.2,7,16.33
18/08/2007 15:00,5.8,24,11,162.2,1012.7,1016.2,1016.3,0,49.3,5,27,15.4,15.4,14.6,15.2,6,16.45
18/08/2007 15:10,5.7,29,8,162.2,1012.6,1016.1,1016.2,0,49.6,5,23,15.3,15.4,14.6,15.2,7,16.3
18/08/2007 15:20,5.6,28,10,162.3,1012.5,1016,1016.1,0,49,6,16,15.2,15.3,14.6,15.2,8,16.41
18/08/2007 15:30,5.6,28,8,162.3,1012.4,1015.9,1016,0,48.9,5,18,15.2,15.3,14.6,15.2,7,16.41
18/08/2007 15:40,5.6,6,11,162.3,1012.5,1016,1016.1,0,49.5,5,5,15.1,15.3,14.6,15.2,6,16.17
18/08/2007 15:50,5.4,359,10,162.3,1012.6,1016.1,1016.2,0,49.2,4,10,15.1,15.2,14.6,15.2,7,16.05
18/08/2007 16:00,5.1,12,11,162.3,1012.5,1016,1016.1,0,47.3,5,11,15,15.2,14.7,15.2,7,16.35
18/08/2007 16:10,5,342,27,162.3,1012.6,1016,1016.2,0,46.6,6,23,15,15.2,14.6,15.2,11,16.46
18/08/2007 16:20,5.2,351,13,162.3,1012.5,1016.1,1016.1,0,47.9,5,12,14.9,15.1,14.7,15.2,9,16.29
18/08/2007 16:30,5.4,6,8,162.3,1012.4,1015.9,1016,0,49.7,5,14,14.8,15.1,14.7,15.2,6,15.9
18/08/2007 16:40,5.2,4,10,162.3,1012.4,1015.9,1016,0,49,5,4,14.8,15.1,14.7,15.2,7,15.93
18/08/2007 16:50,5.2,14,8,162.3,1012.2,1015.7,1015.8,0,49.7,5,16,14.8,15,14.7,15.2,7,15.67
18/08/2007 17:00,5.5,12,8,162.3,1012.3,1015.8,1015.9,0,51.9,5,12,14.7,15,14.7,15.2,6,15.35
18/08/2007 17:10,5.7,17,7,162.3,1012.2,1015.7,1015.8,0,53.1,5,17,14.6,15,14.7,15.2,7,15.19
18/08/2007 17:20,5.7,30,6,162.3,1012,1015.5,1015.6,0,54.9,6,3,14.6,14.9,14.7,15.2,7,14.75
18/08/2007 17:30,5.5,33,6,162.3,1012,1015.5,1015.6,0,54.5,6,16,14.5,14.9,14.7,15.2,7,14.61
18/08/2007 17:40,5.5,6,10,162.3,1012.1,1015.6,1015.7,0,54.8,5,15,14.5,14.9,14.7,15.2,6,14.48
18/08/2007 17:50,5.3,19,9,162.3,1012,1015.5,1015.6,0,54.4,5,23,14.4,14.9,14.7,15.2,7,14.44
18/08/2007 18:00,5.3,20,8,162.3,1012.1,1015.6,1015.7,0,54.2,5,25,14.3,14.8,14.7,15.2,7,14.5
18/08/2007 18:10,5.4,19,9,162.3,1012.1,1015.6,1015.7,0,54.6,5,26,14.3,14.8,14.7,15.2,7,14.46
18/08/2007 18:20,5.5,23,8,162.3,1012,1015.5,1015.6,0,55.2,5,18,14.2,14.8,14.7,15.2,6,14.37
18/08/2007 18:30,5.6,36,8,162.3,1011.7,1015.2,1015.3,0,55.8,5,18,14.2,14.7,14.7,15.2,7,14.3
18/08/2007 18:40,5.3,42,9,162.3,1011.5,1015,1015.1,0,53.5,8,13,14.1,14.7,14.7,15.2,11,14.66
18/08/2007 18:50,5.1,39,10,162.3,1011.3,1014.8,1014.9,0,52.6,9,25,14.1,14.7,14.7,15.2,11,14.72
18/08/2007 19:00,5,36,10,162.3,1011.2,1014.7,1014.8,0,52.1,8,14,14,14.6,14.7,15.2,11,14.72
18/08/2007 19:10,4.9,38,10,162.3,1011.1,1014.6,1014.7,0,52.2,8,13,14,14.6,14.7,15.2,10,14.63
18/08/2007 19:20,5.1,3,17,162.3,1011.3,1014.8,1014.9,0,53.5,6,19,13.9,14.6,14.7,15.2,8,14.46
18/08/2007 19:30,5.2,11,19,162.3,1011.5,1015,1015.1,0,53.2,7,14,13.9,14.6,14.7,15.2,11,14.67
18/08/2007 19:40,5.3,12,12,162.3,1011.4,1014.9,1015,0,53.6,7,19,13.9,14.5,14.7,15.2,11,14.65
18/08/2007 19:50,5.5,14,12,162.3,1011.4,1014.9,1015,0,54.9,7,17,13.8,14.5,14.7,15.2,9,14.47
18/08/2007 20:00,5.8,11,15,162.3,1011.3,1014.8,1014.9,0,55.9,6,19,13.8,14.5,14.7,15.2,9,14.56
18/08/2007 20:10,6.1,7,11,162.4,1011.2,1014.7,1014.8,0,56.5,6,22,13.8,14.4,14.7,15.2,10,14.65
18/08/2007 20:20,6.3,6,13,162.4,1011.2,1014.7,1014.8,0,57.1,6,20,13.7,14.4,14.7,15.2,9,14.72
18/08/2007 20:30,6.4,16,13,162.4,1011.2,1014.7,1014.8,0,57.3,7,20,13.7,14.4,14.7,15.2,11,14.78
18/08/2007 20:40,6.5,13,10,162.4,1011.2,1014.7,1014.8,0,58,6,17,13.6,14.3,14.6,15.3,8,14.67
18/08/2007 20:50,6.6,7,12,162.4,1011.2,1014.7,1014.8,0,58.8,5,8,13.6,14.3,14.7,15.2,7,14.56
18/08/2007 21:00,6.7,4,10,162.4,1011.2,1014.7,1014.8,0,60.2,4,15,13.6,14.3,14.6,15.2,6,14.34
18/08/2007 21:10,6.8,14,13,162.4,1011.2,1014.7,1014.8,0,61.4,4,21,13.5,14.3,14.7,15.3,5,14.13
18/08/2007 21:20,6.8,21,12,162.4,1011.3,1014.8,1014.9,0,62.6,1,17,13.5,14.2,14.6,15.2,4,13.82
18/08/2007 21:30,6.9,18,14,162.3,1011.4,1014.9,1015,0,63.8,0,12,13.5,14.2,14.6,15.3,3,13.73
18/08/2007 21:40,7.2,12,13,162.3,1011.5,1015,1015.1,0,64.9,4,17,13.4,14.2,14.6,15.3,5,13.7
18/08/2007 21:50,7.4,14,17,162.3,1011.5,1015,1015.1,0,65.8,4,15,13.4,14.2,14.6,15.3,6,13.69
18/08/2007 22:00,7.4,11,13,162.3,1011.7,1015.2,1015.3,0,65.5,4,18,13.3,14.1,14.6,15.3,7,13.84
18/08/2007 22:10,7.3,20,17,162.3,1011.9,1015.4,1015.5,0,65.1,4,16,13.3,14.1,14.6,15.3,5,13.77
18/08/2007 22:20,7.2,32,13,162.3,1011.9,1015.5,1015.5,0,65.6,4,17,13.2,14.1,14.6,15.3,5,13.52
18/08/2007 22:30,7.1,35,12,162.3,1011.9,1015.5,1015.5,0,66,3,12,13.2,14.1,14.6,15.3,5,13.33
18/08/2007 22:40,7.1,37,10,162.3,1012,1015.6,1015.6,0,66.8,5,20,13.2,14,14.6,15.3,7,13.19
18/08/2007 22:50,7.1,40,7,162.3,1012,1015.6,1015.6,0,67.3,5,12,13.1,14,14.6,15.3,6,13.03
18/08/2007 23:00,7.2,48,6,162.3,1011.9,1015.5,1015.5,0,67.6,6,30,13.1,14,14.6,15.3,8,13.11
18/08/2007 23:10,7.2,41,9,162.3,1012,1015.6,1015.6,0,67.7,6,30,13.1,14,14.6,15.3,9,13.09
18/08/2007 23:20,7.3,42,8,162.3,1012,1015.6,1015.6,0,67.8,7,41,13,13.9,14.6,15.3,8,13.22
18/08/2007 23:30,7.4,45,8,162.3,1012,1015.6,1015.6,0,68.5,6,34,13,13.9,14.6,15.3,9,13.08
18/08/2007 23:40,7.6,41,8,162.3,1012.1,1015.7,1015.7,0,69.3,6,63,13,13.9,14.6,15.3,8,13.12
18/08/2007 23:50,8.4,33,10,162.4,1012.3,1015.8,1015.9,0,69.1,5,157,12.9,13.9,14.6,15.3,7,14.01
19/08/2007 0:00,8.4,30,14,162.4,1012.4,1015.9,1016,0,67.9,5,179,12.9,13.8,14.5,15.3,7,14.26
19/08/2007 0:10,8.6,26,13,162.4,1012.3,1015.8,1015.9,0,67.6,6,131,12.9,13.8,14.5,15.3,8,14.56
19/08/2007 0:20,8.9,33,14,162.4,1012.1,1015.6,1015.7,0,67.9,6,149,12.9,13.8,14.5,15.3,9,14.78
19/08/2007 0:30,9.4,26,15,162.4,1012.2,1015.7,1015.8,0,68.5,7,162,13,13.8,14.5,15.3,10,15.16
19/08/2007 0:40,9.6,24,15,162.4,1012.1,1015.6,1015.7,0,68.5,7,157,13,13.7,14.5,15.3,11,15.45
19/08/2007 0:50,10,30,14,162.4,1012.1,1015.6,1015.7,0,68.9,7,234,13.1,13.7,14.5,15.3,10,15.74
19/08/2007 1:00,10.3,28,15,162.5,1012.2,1015.7,1015.8,0,68.4,7,325,13.2,13.7,14.5,15.3,9,16.2
19/08/2007 1:10,10.9,8,18,162.5,1012.4,1015.9,1016,0,67.7,6,303,13.3,13.7,14.5,15.3,10,16.94
19/08/2007 1:20,11,18,17,162.6,1012.5,1016,1016.1,0,66.4,7,363,13.4,13.7,14.5,15.3,11,17.39
19/08/2007 1:30,11.5,5,16,162.6,1012.6,1016.1,1016.2,0,65.3,8,383,13.5,13.7,14.5,15.3,13,18.11
19/08/2007 1:40,11.8,6,19,162.7,1012.5,1016,1016.1,0,65.3,8,493,13.7,13.7,14.5,15.3,11,18.46
19/08/2007 1:50,12,13,15,162.7,1012.5,1016,1016.1,0,66.5,9,291,13.9,13.7,14.5,15.3,13,18.39
19/08/2007 2:00,12.6,5,16,162.7,1012.6,1016.1,1016.2,0,67.5,7,397,14.1,13.7,14.5,15.3,15,18.79
19/08/2007 2:10,12.9,0,18,162.8,1012.6,1016.1,1016.2,0,68.7,8,151,14.3,13.7,14.4,15.3,13,18.87
19/08/2007 2:20,13.7,345,19,162.8,1013,1016.5,1016.6,0,72.7,9,407,14.5,13.7,14.4,15.3,16,18.76
19/08/2007 2:30,13.8,331,20,162.8,1013.1,1016.6,1016.7,0,73.4,12,191,14.8,13.7,14.4,15.3,23,18.75
19/08/2007 2:40,14.9,336,17,162.9,1013.2,1016.7,1016.8,0,80.6,12,348,14.9,13.7,14.4,15.3,22,18.37
19/08/2007 2:50,14.7,329,21,162.9,1013.4,1016.9,1017,0.3,84.7,11,89,15.1,13.8,14.4,15.3,20,17.33
19/08/2007 3:00,15.9,306,26,162.9,1013.5,1017,1017.1,0,93.4,8,199,15.2,13.8,14.4,15.3,17,17.06
19/08/2007 3:10,14.7,293,19,162.9,1013.3,1016.8,1016.9,0,84.6,14,302,15.3,13.8,14.4,15.3,27,17.31
19/08/2007 3:20,14,290,18,163,1013.3,1016.8,1016.9,0,80.1,14,259,15.4,13.9,14.4,15.3,24,17.49
19/08/2007 3:30,14.2,292,17,163,1013.4,1016.9,1017,0,80.2,11,341,15.5,13.9,14.4,15.3,22,17.72
19/08/2007 3:40,13.3,289,21,163.1,1013.4,1016.9,1017,0,73.9,12,375,15.6,14,14.4,15.3,20,18.1
19/08/2007 3:50,13.5,289,21,163.1,1013.4,1016.9,1017,0,74.7,11,268,15.7,14,14.4,15.3,17,18.12
19/08/2007 4:00,13.2,300,20,163.1,1013.7,1017.2,1017.3,0,74.8,11,101,15.8,14.1,14.4,15.3,17,17.8
19/08/2007 4:10,13.1,302,19,163.1,1013.6,1017.1,1017.2,0,75.9,10,114,15.9,14.1,14.4,15.3,19,17.49
19/08/2007 4:20,13.6,307,24,163.1,1013.5,1017,1017.1,0,76.6,8,193,16,14.1,14.4,15.3,13,17.79
19/08/2007 4:30,13.4,302,20,163.2,1013.2,1016.7,1016.8,0,76.6,9,176,16,14.2,14.4,15.3,16,17.61
19/08/2007 4:40,13.8,310,19,163.2,1013.3,1016.8,1016.9,0,81.1,9,140,16,14.2,14.4,15.3,13,17.12
19/08/2007 4:50,14.6,313,19,163.2,1013.1,1016.6,1016.7,0.2,85.5,7,160,16,14.3,14.4,15.3,13,17.04
19/08/2007 5:00,14.9,313,18,163.2,1012.9,1016.4,1016.5,0,87.8,6,210,16.1,14.3,14.3,15.3,10,17.01
19/08/2007 5:10,15.1,323,13,163.2,1012.7,1016.2,1016.3,0,87.2,5,207,16.1,14.4,14.4,15.3,7,17.25
19/08/2007 5:20,15.2,323,15,163.2,1012.6,1016.1,1016.2,0,87,4,195,16.1,14.4,14.4,15.3,6,17.44
19/08/2007 5:30,14.7,331,13,163.3,1012.6,1016.1,1016.2,0,85.4,4,227,16.1,14.4,14.4,15.3,8,17.27
19/08/2007 5:40,14.4,330,17,163.3,1012.5,1016,1016.1,0.3,86,5,106,16.2,14.5,14.4,15.3,9,16.8
19/08/2007 5:50,14.9,356,18,163.3,1012.4,1015.9,1016,0.2,89.8,2,129,16.3,14.5,14.4,15.3,5,16.67
19/08/2007 6:00,15.3,30,27,163.3,1012.1,1015.6,1015.7,0,92.9,4,158,16.3,14.5,14.4,15.3,6,16.53
19/08/2007 6:10,15.7,42,11,163.3,1011.9,1015.4,1015.5,0.3,95,5,188,16.3,14.6,14.4,15.3,7,16.51
19/08/2007 6:20,15.8,58,11,163.3,1011.6,1015.1,1015.2,0,96.3,5,128,16.4,14.6,14.4,15.3,7,16.47
19/08/2007 6:30,15.7,46,12,163.3,1011.8,1015.3,1015.4,0,96.1,5,102,16.4,14.6,14.4,15.3,7,16.34
19/08/2007 6:40,15.2,41,10,163.3,1012,1015.5,1015.6,0,93.8,6,104,16.4,14.7,14.4,15.3,8,16.29
19/08/2007 6:50,15.4,25,16,163.3,1012.1,1015.6,1015.7,0,93.6,5,98,16.5,14.7,14.4,15.3,7,16.47
19/08/2007 7:00,15.1,13,23,163.3,1012.1,1015.6,1015.7,0,93.4,5,89,16.5,14.7,14.4,15.3,7,16.24
19/08/2007 7:10,15.2,27,9,163.3,1012.3,1015.8,1015.9,0.2,93.4,5,138,16.5,14.8,14.4,15.3,6,16.28
19/08/2007 7:20,15.3,27,12,163.3,1012.3,1015.8,1015.9,0,95.2,4,115,16.4,14.8,14.4,15.3,5,16.12
19/08/2007 7:30,15.1,29,14,163.3,1012.4,1015.9,1016,0,95,4,104,16.4,14.8,14.4,15.3,7,16
19/08/2007 7:40,15,35,10,163.3,1012.3,1015.8,1015.9,0.3,95.8,5,72,16.5,14.8,14.4,15.3,7,15.69
19/08/2007 7:50,15.3,50,11,163.3,1012.3,1015.8,1015.9,0.2,97.4,4,73,16.4,14.9,14.4,15.4,5,15.73
19/08/2007 8:00,15.3,44,0,163.3,1012.3,1015.8,1015.9,0.3,97.5,1,79,16.5,14.9,14.4,15.3,4,15.76
19/08/2007 8:10,15.1,40,8,163.3,1012.2,1015.7,1015.8,0.2,97.6,5,37,16.4,14.9,14.4,15.4,7,15.56
19/08/2007 8:20,14.9,43,8,163.3,1012.1,1015.6,1015.7,0.3,97.7,7,51,16.4,14.9,14.4,15.3,9,15.3
19/08/2007 8:30,14.8,37,9,163.3,1012.1,1015.6,1015.7,0.2,97.8,7,26,16.4,14.9,14.5,15.3,9,15.15
19/08/2007 8:40,14.6,46,12,163.3,1012,1015.5,1015.6,0.3,97.8,8,60,16.3,15,14.5,15.3,10,15.04
19/08/2007 8:50,14.7,36,15,163.3,1012,1015.5,1015.6,0.2,97.9,7,39,16.3,15,14.5,15.4,10,15.04
19/08/2007 9:00,14.5,52,13,163.3,1011.2,1014.7,1014.8,0,97.9,8,31,16.2,15,14.5,15.3,13,14.91
19/08/2007 9:10,14.5,62,15,163.3,1011,1014.5,1014.6,0.3,97.9,9,35,16.2,15,14.5,15.3,13,14.87
19/08/2007 9:20,14.5,42,17,163.3,1011.2,1014.7,1014.8,0,97.9,8,50,16.1,15,14.5,15.3,12,14.91
19/08/2007 9:30,14.6,57,14,163.3,1011.3,1014.8,1014.9,0,97.9,6,35,16,15,14.5,15.3,10,15.01
19/08/2007 9:40,14.7,50,20,163.3,1011.5,1015,1015.1,0,97.8,4,31,16,15,14.5,15.3,6,15.03
19/08/2007 9:50,14.5,52,6,163.3,1011.4,1014.9,1015,0,97.8,3,24,15.9,15,14.5,15.4,5,14.94
19/08/2007 10:00,14.4,51,0,163.2,1011.3,1014.8,1014.9,0,97.8,1,24,15.8,15.1,14.5,15.3,3,14.8
19/08/2007 10:10,14.2,37,31,163.2,1011.5,1015,1015.1,0,97.8,0,8,15.8,15,14.5,15.3,0,14.61
19/08/2007 10:20,14.1,27,13,163.2,1011.6,1015.1,1015.2,0,97.8,3,18,15.7,15,14.5,15.3,6,14.48
